4.255684060974341265e-01,4.299879564095014373e-01,7.184874226020443455e-02,7.259489523285962698e-02,-4.269414207293722452e-01,2.665168879958010328e-02,-1.679389312428870018e-01,4.871416731072625295e-02,1.654299756857323112e-01,-5.938869420753670886e-02,1.715315321391449044e-01,-3.835397420158422055e-02,-1.696829858892106024e-01,4.922006650402992178e-02,-7.208054841168604066e-02,4.499606389769905332e-03
3.528181832892925418e-01,5.815925069126327840e-02,5.056673541574790987e-01,8.335521186196517829e-02,1.343540367923916901e-01,4.968534963091938289e-02,1.435116736321112585e-02,-4.221405941601188982e-01,6.491258491459740709e-02,-1.587311901818222459e-01,-5.398266486368170913e-02,-1.627731744208733844e-01,2.365674956454559552e-03,-6.958649470338192089e-02,1.925593790881217626e-01,7.121021670148929006e-02
1.185029821062820454e-01,3.798871743880260360e-02,6.387447342311700638e-01,2.047635662237452803e-01,-8.246552150853313223e-03,6.658656531549203561e-02,-6.190889670386627575e-02,2.680679845113702608e-01,-1.463186082425959045e-01,-5.344116490291661581e-02,1.549350149556749101e-01,1.613178120716295127e-02,-1.984624810303841497e-02,8.593504346463116950e-02,-4.444986673159049412e-02,3.589092629556342451e-01
4.878008272846551807e-01,3.953658071437456401e-01,6.453075802298882668e-02,5.230260754861022071e-02,3.411265272500774715e-01,2.765727033007536750e-01,-1.716445571711919249e-01,4.490326427360571970e-02,-1.454928424197814429e-01,-6.591728177018042756e-02,-9.457444912262454040e-02,1.287203511668175149e-01,-1.391190524738862844e-01,3.639439363345561840e-02,4.512733918007793416e-02,3.658756852015337263e-02
8.203976433153016556e-02,2.228073745038102460e-01,1.870779470728172467e-01,5.080749140918423556e-01,-1.190835333361688342e-01,-6.401700230245976897e-02,1.095668945827234092e-01,5.781804476959401251e-02,-1.139237187551425667e-01,-1.694217592868648148e-01,-2.041564963672619082e-01,1.572006966065297995e-03,2.975668240081720817e-01,1.570249117488746737e-01,-2.715500602449420486e-01,-1.459800557215547023e-01
3.446043667668482469e-01,1.709688554233713964e-01,3.237863718035642879e-01,1.606404060062163186e-01,-1.528644328159980970e-01,1.885446348742570999e-01,3.248825858299930758e-01,-7.764987474245996224e-02,-1.016311118223387766e-01,2.121992047550999849e-01,-1.866008260410464970e-01,-1.433091661748845391e-01,1.611842715966496642e-01,-3.852449791348291214e-02,-1.436296949562141101e-01,1.771544099157262298e-01
6.778029057843136529e-02,1.121161086989067024e-01,3.089937351981356106e-01,5.111098655245260858e-01,8.678232044897543629e-02,-8.251744277801672384e-03,1.447190135532783750e-01,-3.037676917259646281e-04,1.852536347774807191e-01,-1.800738749755627019e-02,1.853275976740864917e-01,1.722953113428488114e-02,2.393812790690666992e-01,-5.024654107281464888e-04,3.956193329336866737e-01,-3.761768007393499758e-02
3.444147952419595593e-01,2.659446939496327156e-01,2.198670769021591753e-01,1.697734339062488829e-01,-2.750484058066871018e-01,1.262682136388581511e-01,2.433871177725094592e-01,-1.284063284036107144e-01,-1.472921655242071526e-01,1.917746084640368220e-01,-2.414439727719651096e-01,1.331504744398739892e-02,1.879347619251391932e-01,-9.915073969021515055e-02,-1.755850498490654776e-01,8.060694088048533934e-02
1.670158024122154194e-01,2.026497120721791889e-01,2.847866943534545503e-01,3.455477911621508968e-01,1.635996776831987742e-01,-8.414778507062969926e-02,2.061670111728158561e-01,-7.112694129394690756e-02,1.661141137984774308e-01,-1.735455064519440260e-01,2.377860691738400423e-01,3.420127073032536158e-02,2.501540863171469176e-01,-8.630233765675646151e-02,2.789616954310497055e-01,-1.434844439946054706e-01
3.439532605423671618e-02,1.348098780626751925e-01,1.688804906308775389e-01,6.619143052522106219e-01,2.531273366512593742e-02,-6.321467571455229029e-02,-6.517097637841770541e-02,-3.951510315477138602e-02,-1.205858607933785742e-01,9.069624317375710176e-02,2.466262022506298529e-02,-1.488573596190247983e-01,-2.554327109720124223e-01,-1.548764570374699112e-01,1.242851099546020410e-01,-3.103830279995384300e-01
